2.487371826171875000e+01,3.089386596679687500e+02,9.070000000000000000e+02
2.476308441162109375e+01,3.090129699707031250e+02,9.950000000000000000e+02
2.465674400329589844e+01,3.088957824707031250e+02,1.021000000000000000e+03
2.439089012145996094e+01,3.090909118652343750e+02,1.065000000000000000e+03
2.456407356262207031e+01,3.089651794433593750e+02,1.172000000000000000e+03
2.442893600463867188e+01,3.090197448730468750e+02,9.540000000000000000e+02
2.461101913452148438e+01,3.088136291503906250e+02,1.105000000000000000e+03
2.452943992614746094e+01,3.090858154296875000e+02,1.009000000000000000e+03
2.479875183105468750e+01,3.088950500488281250e+02,8.970000000000000000e+02
2.462510871887207031e+01,3.089301147460937500e+02,1.163000000000000000e+03
2.468048095703125000e+01,3.088779907226562500e+02,1.049000000000000000e+03
2.459308624267578125e+01,3.091111145019531250e+02,1.129000000000000000e+03
2.474482154846191406e+01,3.089175415039062500e+02,9.610000000000000000e+02
2.473022079467773438e+01,3.090075988769531250e+02,1.183000000000000000e+03
2.468398666381835938e+01,3.087535705566406250e+02,1.078000000000000000e+03
2.467806816101074219e+01,3.092288513183593750e+02,9.440000000000000000e+02
2.479068183898925781e+01,3.089940490722656250e+02,9.540000000000000000e+02
2.451400566101074219e+01,3.087496032714843750e+02,8.790000000000000000e+02
2.452649307250976562e+01,3.088627319335937500e+02,9.870000000000000000e+02
2.453860473632812500e+01,3.089584045410156250e+02,1.062000000000000000e+03
2.481057357788085938e+01,3.088422241210937500e+02,9.540000000000000000e+02
2.459259223937988281e+01,3.088977050781250000e+02,8.320000000000000000e+02
2.478624534606933594e+01,3.087389221191406250e+02,1.035000000000000000e+03
2.460059928894042969e+01,3.088276977539062500e+02,1.078000000000000000e+03
2.452504158020019531e+01,3.091135559082031250e+02,9.640000000000000000e+02
2.456103134155273438e+01,3.089094238281250000e+02,9.970000000000000000e+02
2.465997505187988281e+01,3.089586486816406250e+02,1.131000000000000000e+03
2.463660240173339844e+01,3.091961364746093750e+02,1.115000000000000000e+03
2.467312240600585938e+01,3.088531799316406250e+02,1.080000000000000000e+03
2.458594512939453125e+01,3.090204772949218750e+02,1.053000000000000000e+03
2.473734855651855469e+01,3.089961547851562500e+02,1.002000000000000000e+03
2.473324012756347656e+01,3.089115905761718750e+02,9.660000000000000000e+02
2.481368637084960938e+01,3.089582214355468750e+02,9.380000000000000000e+02
2.476172447204589844e+01,3.089882507324218750e+02,1.002000000000000000e+03
2.470637512207031250e+01,3.090622558593750000e+02,1.063000000000000000e+03
2.463155555725097656e+01,3.088943481445312500e+02,1.195000000000000000e+03
2.484579849243164062e+01,3.087809143066406250e+02,9.690000000000000000e+02
2.462167549133300781e+01,3.089568481445312500e+02,8.680000000000000000e+02
2.453194236755371094e+01,3.089325256347656250e+02,1.010000000000000000e+03
2.471047019958496094e+01,3.089498596191406250e+02,1.033000000000000000e+03
2.468733406066894531e+01,3.089024047851562500e+02,1.236000000000000000e+03
2.471323776245117188e+01,3.088005981445312500e+02,9.750000000000000000e+02
2.474258041381835938e+01,3.089051208496093750e+02,1.122000000000000000e+03
2.494798088073730469e+01,3.088218688964843750e+02,1.002000000000000000e+03
2.459252166748046875e+01,3.091834716796875000e+02,9.750000000000000000e+02
2.450704193115234375e+01,3.089069824218750000e+02,9.490000000000000000e+02
2.458976364135742188e+01,3.089554748535156250e+02,1.044000000000000000e+03
2.456980705261230469e+01,3.088403320312500000e+02,1.079000000000000000e+03
2.459966659545898438e+01,3.089989318847656250e+02,9.570000000000000000e+02
2.467446708679199219e+01,3.089844665527343750e+02,9.820000000000000000e+02
2.447818374633789062e+01,3.089585571289062500e+02,8.530000000000000000e+02
2.459470367431640625e+01,3.089252014160156250e+02,1.006000000000000000e+03
2.474503517150878906e+01,3.088829956054687500e+02,8.830000000000000000e+02
2.469328689575195312e+01,3.089839172363281250e+02,8.750000000000000000e+02
2.453654098510742188e+01,3.090012817382812500e+02,1.094000000000000000e+03
2.472846031188964844e+01,3.090280151367187500e+02,1.101000000000000000e+03
2.466028404235839844e+01,3.089263000488281250e+02,9.900000000000000000e+02
2.474064445495605469e+01,3.089818725585937500e+02,1.028000000000000000e+03
2.491560745239257812e+01,3.088623352050781250e+02,1.091000000000000000e+03
2.458732032775878906e+01,3.090402526855468750e+02,1.152000000000000000e+03
2.478930854797363281e+01,3.091011962890625000e+02,1.083000000000000000e+03
2.478164291381835938e+01,3.088180847167968750e+02,9.720000000000000000e+02
2.468247413635253906e+01,3.089240112304687500e+02,1.045000000000000000e+03
2.452475738525390625e+01,3.086334228515625000e+02,1.010000000000000000e+03
2.459217071533203125e+01,3.089601440429687500e+02,9.720000000000000000e+02
2.452134704589843750e+01,3.089792480468750000e+02,9.330000000000000000e+02
2.459128570556640625e+01,3.091028747558593750e+02,9.590000000000000000e+02
2.441173362731933594e+01,3.088093261718750000e+02,1.118000000000000000e+03
2.495266151428222656e+01,3.091676940917968750e+02,7.580000000000000000e+02
2.453479003906250000e+01,3.090952453613281250e+02,1.007000000000000000e+03
2.460349464416503906e+01,3.088898315429687500e+02,1.055000000000000000e+03
2.463266563415527344e+01,3.090319824218750000e+02,9.980000000000000000e+02
2.452570152282714844e+01,3.089663085937500000e+02,1.109000000000000000e+03
2.444950866699218750e+01,3.089856567382812500e+02,9.360000000000000000e+02
2.457678604125976562e+01,3.090998535156250000e+02,8.500000000000000000e+02
2.460132598876953125e+01,3.089243164062500000e+02,1.081000000000000000e+03
2.478881454467773438e+01,3.089122924804687500e+02,8.280000000000000000e+02
2.460797691345214844e+01,3.088967285156250000e+02,9.030000000000000000e+02
2.456540107727050781e+01,3.088121643066406250e+02,1.062000000000000000e+03
2.448307418823242188e+01,3.089548950195312500e+02,8.900000000000000000e+02
2.476890945434570312e+01,3.089673767089843750e+02,1.156000000000000000e+03
2.462431144714355469e+01,3.091111145019531250e+02,9.010000000000000000e+02
2.462791824340820312e+01,3.088723754882812500e+02,9.560000000000000000e+02
2.473456001281738281e+01,3.088460998535156250e+02,8.060000000000000000e+02
2.462392616271972656e+01,3.089604492187500000e+02,1.098000000000000000e+03
2.454112243652343750e+01,3.091159973144531250e+02,8.900000000000000000e+02
2.474139976501464844e+01,3.094245910644531250e+02,8.640000000000000000e+02
2.475353050231933594e+01,3.095872497558593750e+02,9.380000000000000000e+02
2.436665916442871094e+01,3.095957641601562500e+02,1.082000000000000000e+03
2.475642967224121094e+01,3.098251647949218750e+02,8.080000000000000000e+02
2.460928535461425781e+01,3.098376770019531250e+02,9.880000000000000000e+02
2.457355499267578125e+01,3.097540893554687500e+02,9.000000000000000000e+02
2.458228874206542969e+01,3.098137817382812500e+02,1.158000000000000000e+03
2.463880538940429688e+01,3.098165283203125000e+02,1.045000000000000000e+03
2.467652511596679688e+01,3.096590576171875000e+02,1.100000000000000000e+03
2.459163093566894531e+01,3.097928161621093750e+02,8.920000000000000000e+02
2.458616447448730469e+01,3.097399291992187500e+02,9.760000000000000000e+02
2.470852661132812500e+01,3.097128906250000000e+02,8.110000000000000000e+02
2.480379104614257812e+01,3.100430908203125000e+02,9.060000000000000000e+02
2.470943832397460938e+01,3.101051635742187500e+02,8.670000000000000000e+02
2.492058753967285156e+01,3.101576232910156250e+02,9.470000000000000000e+02
2.458574676513671875e+01,3.096959228515625000e+02,9.990000000000000000e+02
2.451387786865234375e+01,3.097303161621093750e+02,9.640000000000000000e+02
2.475576782226562500e+01,3.097371215820312500e+02,1.021000000000000000e+03
2.444623374938964844e+01,3.098455810546875000e+02,1.127000000000000000e+03
2.471139526367187500e+01,3.098249816894531250e+02,8.230000000000000000e+02
2.473451995849609375e+01,3.097825012207031250e+02,9.300000000000000000e+02
2.481600189208984375e+01,3.097870178222656250e+02,1.005000000000000000e+03
2.438909339904785156e+01,3.093079833984375000e+02,1.015000000000000000e+03
2.455630111694335938e+01,3.096388854980468750e+02,1.041000000000000000e+03
2.464064216613769531e+01,3.097814331054687500e+02,9.230000000000000000e+02
2.502216911315917969e+01,3.099237060546875000e+02,8.510000000000000000e+02
2.470247840881347656e+01,3.101351013183593750e+02,8.090000000000000000e+02
2.501601028442382812e+01,3.099674072265625000e+02,1.110000000000000000e+03
2.467120552062988281e+01,3.099698181152343750e+02,9.530000000000000000e+02
2.453407478332519531e+01,3.097182922363281250e+02,9.210000000000000000e+02
2.459730529785156250e+01,3.094194946289062500e+02,1.149000000000000000e+03
2.431661605834960938e+01,3.096588439941406250e+02,9.950000000000000000e+02
2.475642776489257812e+01,3.096076049804687500e+02,9.450000000000000000e+02
2.447529792785644531e+01,3.098811035156250000e+02,9.380000000000000000e+02
2.483283233642578125e+01,3.099385986328125000e+02,9.580000000000000000e+02
2.470200920104980469e+01,3.097755126953125000e+02,9.520000000000000000e+02
2.481757736206054688e+01,3.099252319335937500e+02,1.161000000000000000e+03
2.457453918457031250e+01,3.099704284667968750e+02,9.440000000000000000e+02
2.483355712890625000e+01,3.100446777343750000e+02,9.150000000000000000e+02
2.466716384887695312e+01,3.098812561035156250e+02,8.900000000000000000e+02
2.486452102661132812e+01,3.100260620117187500e+02,8.810000000000000000e+02
2.545118141174316406e+01,3.099324035644531250e+02,1.016000000000000000e+03
2.510816955566406250e+01,3.100001831054687500e+02,1.036000000000000000e+03
2.498154449462890625e+01,3.100288391113281250e+02,8.300000000000000000e+02
2.494843673706054688e+01,3.098885498046875000e+02,1.062000000000000000e+03
2.531094360351562500e+01,3.099764404296875000e+02,1.148000000000000000e+03
2.486206817626953125e+01,3.099949645996093750e+02,9.540000000000000000e+02
